accession,ambiguous_bases,checkm_completeness,checkm_contamination,checkm_marker_count,checkm_marker_lineage,checkm_marker_set_count,checkm_strain_heterogeneity,coding_bases,coding_density,contig_count,gc_count,gc_percentage,genome_size,gtdb_genome_representative,gtdb_representative,gtdb_taxonomy,gtdb_type_designation,gtdb_type_designation_sources,gtdb_type_species_of_genus,l50_contigs,l50_scaffolds,longest_contig,longest_scaffold,lsu_23s_contig_len,lsu_23s_count,lsu_23s_length,lsu_23s_query_id,lsu_5s_contig_len,lsu_5s_count,lsu_5s_length,lsu_5s_query_id,lsu_silva_23s_blast_align_len,lsu_silva_23s_blast_bitscore,lsu_silva_23s_blast_evalue,lsu_silva_23s_blast_perc_identity,lsu_silva_23s_blast_subject_id,lsu_silva_23s_taxonomy,mean_contig_length,mean_scaffold_length,mimag_high_quality,mimag_low_quality,mimag_medium_quality,n50_contigs,n50_scaffolds,ncbi_assembly_level,ncbi_assembly_name,ncbi_assembly_type,ncbi_bioproject,ncbi_biosample,ncbi_contig_count,ncbi_contig_n50,ncbi_country,ncbi_date,ncbi_genbank_assembly_accession,ncbi_genome_category,ncbi_genome_representation,ncbi_isolate,ncbi_isolation_source,ncbi_lat_lon,ncbi_molecule_count,ncbi_ncrna_count,ncbi_organism_name,ncbi_protein_count,ncbi_refseq_category,ncbi_rrna_count,ncbi_scaffold_count,ncbi_scaffold_l50,ncbi_scaffold_n50,ncbi_scaffold_n75,ncbi_scaffold_n90,ncbi_seq_rel_date,ncbi_spanned_gaps,ncbi_species_taxid,ncbi_ssu_count,ncbi_strain_identifiers,ncbi_submitter,ncbi_taxid,ncbi_taxonomy,ncbi_taxonomy_unfiltered,ncbi_total_gap_length,ncbi_total_length,ncbi_translation_table,ncbi_trna_count,ncbi_type_material_designation,ncbi_ungapped_length,ncbi_unspanned_gaps,ncbi_wgs_master,protein_count,scaffold_count,ssu_contig_len,ssu_count,ssu_gg_blast_align_len,ssu_gg_blast_bitscore,ssu_gg_blast_evalue,ssu_gg_blast_perc_identity,ssu_gg_blast_subject_id,ssu_gg_taxonomy,ssu_length,ssu_query_id,ssu_silva_blast_align_len,ssu_silva_blast_bitscore,ssu_silva_blast_evalue,ssu_silva_blast_perc_identity,ssu_silva_blast_subject_id,ssu_silva_taxonomy,total_gap_length,trna_aa_count,trna_count,trna_selenocysteine_count,checkm_qscore
GB_GCA_002687815.1,9,73.36,1.87,149,k__Archaea (UID2),107,0.0,769863,93.9894639815894,58,232620,28.3999482349839,819095,GB_GCA_002687815.1,t,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__GCA-2687815;g__GCA-2687815;s__GCA-2687815 sp002687815,not type material,none,f,17,17,41636,41636,19743,1,2879,NZBH01000041.1,none,0,none,none,2498,1539,0,78.263,CP010426.663889.667423,Archaea;Nanoarchaeota;Woesearchaeia;archaeon GW2011_AR20,14122,14122,f,f,t,15001,15001,Contig,ASM268781v1,na,PRJNA391943,SAMN07618366,58,15001,none,2017-10-24,GCA_002687815.1,derived from metagenome,full,ARS1414,none,none,0,0,archaeon,967,na,3,none,none,none,none,none,2017/10/24,0,1906665,1,ARS1414,Tara Oceans Consortium,1906665,d__Archaea;p__;c__;o__;f__;g__;s__,d__Archaea;x__unclassified Archaea;s__archaeon,0,819095,11,33,none,819095,0,NZBH00000000.1,1011,58,19743,1,none,none,none,none,none,none,1465,NZBH01000041.1,1469,1271,0,82.505,KC471280.1.1464,Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;GW2011;AR15;uncultured archaeon,0,17,28,0,64.00999999999999
GB_GCA_016926395.1,0,72.66,1.25,149,k__Archaea (UID2),107,0.0,931096,91.5680518471532,40,326990,32.1576263602256,1016835,GB_GCA_016926395.1,t,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__SKGA01;g__SKGA01;s__SKGA01 sp016926395,not type material,none,f,9,9,96057,96057,none,0,none,none,none,0,none,none,none,none,none,none,none,none,25420,25420,f,f,t,35651,35651,Contig,ASM1692639v1,na,PRJNA690107,SAMN17242125,40,35651,none,2021-02-24,GCA_016926395.1,derived from metagenome,full,Zod_Metabat.644,none,none,0,0,Candidatus Woesearchaeota archaeon,none,na,2,none,none,none,none,none,2021/02/24,0,2026803,0,Zod_Metabat.644,Oklahoma State University,2026803,d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon,0,1016835,11,28,none,1016835,0,JAFGOT000000000.1,1047,40,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,18,27,0,66.41
GB_GCA_013152815.1,5,89.17,0.93,149,k__Archaea (UID2),107,0.0,1326433,88.7830518548663,85,796677,53.3429885122119,1494016,GB_GCA_013152815.1,t,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__JAADFO01;g__JAADFO01;s__JAADFO01 sp013152815,not type material,none,f,18,18,62278,62278,none,0,none,none,31214,1,81,JAADFO010000035.1,none,none,none,none,none,none,17570,19658,f,f,t,31214,32432,Scaffold,ASM1315281v1,na,PRJNA557557,SAMN12405817,85,31214,none,2020-05-22,GCA_013152815.1,derived from metagenome,full,M_MaxBin.034,none,none,0,0,DPANN group archaeon,none,na,2,none,none,none,none,none,2020/05/22,9,2599936,1,M_MaxBin.034,Lab of Microbial Oceanography,2599936,d__Archaea;p__;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;x__unclassified DPANN group;s__DPANN group archaeon,512,1494016,11,42,none,1493504,0,JAADFO000000000.1,1499,76,19923,1,none,none,none,none,none,none,732,JAADFO010000071.1,729,815,0,86.831,JF262368.1.1345,Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;uncultured euryarchaeote,512,19,37,0,84.52
GB_GCA_018813685.1,0,89.49,1.87,149,k__Archaea (UID2),107,0.0,1417127,90.7694406618338,128,560090,35.8747353062121,1561238,GB_GCA_018813685.1,t,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__JACPBV01;g__JAHJAV01;s__JAHJAV01 sp018813685,not type material,none,f,26,26,78209,78209,14902,1,2875,JAHJAV010000029.1,54205,1,129,JAHJAV010000097.1,2862,1760,0,78.162,KP308706.137313.140204,Archaea;Nanoarchaeota;Woesearchaeia;uncultured archaeon,12197,12197,f,f,t,20591,20591,Contig,ASM1881368v1,na,PRJNA627556,SAMN19297992,128,20591,none,2021-06-09,GCA_018813685.1,derived from metagenome,full,Modern_marine.mb.228,none,none,0,0,Nanoarchaeota archaeon,none,na,3,none,none,none,none,none,2021/06/09,0,2026764,1,Modern_marine.mb.228,"Department of Ecology and Genetics, Limnology and Science for Life Laboratory, Uppsala University",2026764,d__Archaea;p__Nanoarchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Nanoarchaeota;x__unclassified Nanoarchaeota;s__Nanoarchaeota archaeon,0,1561238,11,29,none,1561238,0,JAHJAV000000000.1,1836,128,14902,1,none,none,none,none,none,none,1600,JAHJAV010000029.1,1122,1432,0,89.84,AY454677.1.1133,Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;uncultured crenarchaeote,0,14,16,0,80.13999999999999
GB_GCA_013426015.1,0,95.33,1.87,149,k__Archaea (UID2),107,0.0,1117806,92.8147426683971,2,584513,48.5338454806404,1204341,GB_GCA_013426015.1,t,d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__DTNL01;f__DTGH01;g__Fermentimicrarchaeum;s__Fermentimicrarchaeum limneticum,not type material,none,f,1,1,1178830,1178830,1178830,1,2911,CP058998.1,1178830,1,105,CP058998.1,1228,673,0,77.28,MNVI01000038.3285.6154,Archaea;Micrarchaeota;Micrarchaeia;Micrarchaeales;Candidatus Micrarchaeota archaeon CG1_02_55_41,602170,602170,t,f,f,1178830,1178830,Complete Genome,ASM1342601v1,na,PRJNA644262,SAMN15455890,none,none,none,2020-07-20,GCA_013426015.1,derived from metagenome,full,Sv326,none,none,2,0,Candidatus Fermentimicrarchaeum limneticum,none,na,3,none,none,none,none,none,2020/07/20,0,2795018,1,Sv326,Research Center of Biotechnology,2795018,d__Archaea;p__Candidatus Micrarchaeota;c__;o__Candidatus Fermentimicrarchaeales;f__Candidatus Fermentimicrarchaeaceae;g__Candidatus Fermentimicrarchaeum;s__Candidatus Fermentimicrarchaeum limneticum,d__Archaea;x__DPANN group;p__Candidatus Micrarchaeota;o__Candidatus Fermentimicrarchaeales;f__Candidatus Fermentimicrarchaeaceae;g__Candidatus Fermentimicrarchaeum;s__Candidatus Fermentimicrarchaeum limneticum,0,1204341,11,34,none,1204341,0,none,1349,2,1178830,2,none,none,none,none,none,none,1071,CP058998.1,1045,1038,0,84.785,FJ810526.1.1401,Archaea;Micrarchaeota;Micrarchaeia;Micrarchaeales;uncultured archaeon,0,19,34,0,85.97999999999999
GB_GCA_002779595.1,12,76.25,0.0,149,k__Archaea (UID2),107,0.0,743351,91.793260147442,157,303035,37.5357353429354,809810,GB_GCA_002779595.1,t,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Tiddalikarchaeales;f__Tiddalikarchaeaceae;g__CG07-land;s__CG07-land sp002779595,not type material,none,f,31,29,24096,35615,4016,1,2920,PEWF01000118.1,17130,1,83,PEWF01000026.1,563,281,2.77e-73,76.199,KP308748.19484.22682,Archaea;Nanoarchaeota;Woesearchaeia;uncultured archaeon,5142,6637,f,f,t,8100,8428,Scaffold,ASM277959v1,na,PRJNA362739,SAMN06659232,157,8100,none,2017-11-16,GCA_002779595.1,derived from metagenome,full,CG07_land_8_20_14_0_80_38_8,none,none,0,0,archaeon CG07_land_8_20_14_0_80_38_8,1017,na,3,122,29,8428,5551,3220,2017/11/16,35,1975558,1,CG07_land_8_20_14_0_80_38_8,None,1975558,d__Archaea;p__;c__;o__;f__;g__;s__,d__Archaea;x__unclassified Archaea;s__archaeon CG07_land_8_20_14_0_80_38_8,2474,809810,11,32,none,807336,0,PEWF00000000.1,1056,122,9392,1,none,none,none,none,none,none,1469,PEWF01000003.1,1496,867,0,77.741,CP002772.1981470.1982950,Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;Methanobacterium paludis,2474,18,34,0,76.25
GB_GCA_018663865.1,0,76.64,0.0,149,k__Archaea (UID2),107,0.0,547961,92.17112079986,31,184059,30.9600944653022,594504,GB_GCA_018663865.1,t,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__PNOQ01;g__JABJPM01;s__JABJPM01 sp018663865,not type material,none,f,6,6,76153,76153,46943,1,2893,JABJPM010000031.1,75256,1,81,JABJPM010000030.1,2305,1886,0,81.779,CEPX01136563.5.2291,Archaea;Nanoarchaeota;Woesearchaeia;marine metagenome,19177,19177,f,f,t,31640,31640,Contig,ASM1866386v1,na,PRJNA630981,SAMN14915774,31,31640,none,2021-06-02,GCA_018663865.1,derived from metagenome,full,SI075_bin66,none,none,0,0,Candidatus Woesearchaeota archaeon,none,na,2,none,none,none,none,none,2021/06/02,0,2026803,1,SI075_bin66,The University of Melbourne,2026803,d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon,0,594504,11,31,none,594504,0,JABJPM000000000.1,735,31,46943,1,none,none,none,none,none,none,1211,JABJPM010000031.1,1030,1079,0,85.631,KP308719.65128.66503,Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;uncultured archaeon,0,20,30,0,76.64
GB_GCA_002255045.1,4,91.75,7.99,145,k__Archaea (UID2),103,0.0,1185242,92.4449304503684,113,539907,42.1119340819109,1282106,GB_GCA_002255045.1,t,d__Archaea;p__Thermoproteota;c__EX4484-205;o__EX4484-205;f__EX4484-205;g__EX4484-205;s__EX4484-205 sp002255045,not type material,none,f,28,28,44128,44128,24451,1,1018,NJEE01000007.1,15770,2,116,NJEE01000024.1,896,852,0,84.152,KP308663.317302.320369,Archaea;Crenarchaeota;Bathyarchaeia;uncultured archaeon,11345,11550,f,f,t,15254,15254,Scaffold,ASM225504v1,na,PRJNA362212,SAMN06647958,113,15254,none,2017-08-16,GCA_002255045.1,derived from metagenome,full,ex4484_205,none,none,0,0,Candidatus Bathyarchaeota archaeon ex4484_205,1487,na,2,111,28,15254,7957,5848,2017/08/16,2,2012510,0,ex4484_205,The University of Texas at Austin,2012510,d__Archaea;p__Candidatus Bathyarchaeota;c__;o__;f__;g__;s__,d__Archaea;x__TACK group;p__Candidatus Bathyarchaeota;x__unclassified Candidatus Bathyarchaeota;s__Candidatus Bathyarchaeota archaeon ex4484_205,26,1282106,11,37,none,1282080,0,NJEE00000000.1,1554,111,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,26,16,30,0,51.8
GB_GCA_003663345.1,0,64.95,0.0,149,k__Archaea (UID2),107,0.0,892031,93.7533238181921,183,431788,45.3813378512737,951466,GB_GCA_003663345.1,t,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__PWEA01;f__B50-G16;g__B50-G16;s__B50-G16 sp003663345,not type material,none,f,49,49,21866,21866,7681,1,841,QMZU01000031.1,7723,1,107,QMZU01000029.1,758,486,1.54e-135,78.496,CP006965.961855.964907,Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus paralvinellae,5199,5199,f,f,t,5633,5633,Contig,ASM366334v1,na,PRJNA362212,SAMN09214857,183,5633,none,2018-10-15,GCA_003663345.1,derived from metagenome,full,B50_G15,none,none,0,0,Candidatus Aenigmarchaeota archaeon,none,na,1,none,none,none,none,none,2018/10/15,0,2093792,0,B50_G15,The University of Texas at Austin,2093792,d__Archaea;p__Candidatus Aenigmarchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Aenigmarchaeota;x__unclassified Aenigmarchaeota;s__Candidatus Aenigmarchaeota archaeon,0,951466,11,5,none,951466,0,QMZU00000000.1,1190,183,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,2,2,0,64.95
GB_GCA_016213555.1,0,75.86,0.0,149,k__Archaea (UID2),107,0.0,792696,90.1988093287454,62,277521,31.5783904090884,878832,GB_GCA_016213555.1,t,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__JACRAC01;g__JACRAC01;s__JACRAC01 sp016213555,not type material,none,f,16,16,74511,74511,none,0,none,none,none,0,none,none,none,none,none,none,none,none,14174,14174,f,f,t,18046,18046,Contig,ASM1621355v1,na,PRJNA640378,SAMN15436230,62,18046,none,2020-12-21,GCA_016213555.1,derived from metagenome,full,NC_groundwater_1583_Pr3_B-0.1um_32_43,none,none,0,0,Candidatus Aenigmarchaeota archaeon,none,na,0,none,none,none,none,none,2020/12/21,0,2093792,0,NC_groundwater_1583_Pr3_B-0.1um_32_43,Innovative Genomics Institute,2093792,d__Archaea;p__Candidatus Aenigmarchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Aenigmarchaeota;x__unclassified Aenigmarchaeota;s__Candidatus Aenigmarchaeota archaeon,0,878832,11,26,none,878832,0,JACRAC000000000.1,1124,62,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,16,23,0,75.86
GB_GCA_011375665.1,0,95.33,0.93,149,k__Archaea (UID2),107,0.0,937460,89.4984056670422,215,643819,61.4647814713688,1047460,GB_GCA_011375665.1,t,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__B40-G2;g__DRYY01;s__DRYY01 sp011375665,not type material,none,f,48,48,31824,31824,20762,1,998,DRYY01000010.1,9531,1,108,DRYY01000152.1,1003,996,0,85.045,AB178783.112.3737,Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Vulcanisaeta;Vulcanisaeta distributa,4871,4871,f,f,t,6421,6421,Contig,ASM1137566v1,na,PRJNA480137,SAMN09639021,215,6421,none,2020-03-17,GCA_011375665.1,derived from metagenome,full,SpSt-1112,none,none,0,0,Candidatus Bathyarchaeota archaeon,none,na,2,none,none,none,none,none,2020/03/17,0,2026714,0,SpSt-1112,The University of Hong Kong,2026714,d__Archaea;p__Candidatus Bathyarchaeota;c__;o__;f__;g__;s__,d__Archaea;x__TACK group;p__Candidatus Bathyarchaeota;x__unclassified Candidatus Bathyarchaeota;s__Candidatus Bathyarchaeota archaeon,0,1047460,11,41,none,1047460,0,DRYY00000000.1,1320,215,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,16,39,0,90.67999999999999
GB_GCA_011364865.1,0,95.79,1.87,149,k__Archaea (UID2),107,0.0,1180176,84.4264933749394,162,661100,47.2932467446995,1397874,GB_GCA_011364865.1,t,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__DTCF01;g__DTCF01;s__DTCF01 sp011364865,not type material,none,f,40,40,49127,49127,26945,1,3109,DTCF01000034.1,49127,1,111,DTCF01000085.1,2184,1930,0,82.921,CP009961.1508878.1511819,Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermofilaceae;Thermofilum;Thermofilum uzonense,8628,8628,f,f,t,10895,10895,Contig,ASM1136486v1,na,PRJNA480137,SAMN09639783,162,10895,none,2020-03-16,GCA_011364865.1,derived from metagenome,full,SpSt-662,none,none,0,0,Candidatus Bathyarchaeota archaeon,none,na,3,none,none,none,none,none,2020/03/16,0,2026714,1,SpSt-662,The University of Hong Kong,2026714,d__Archaea;p__Candidatus Bathyarchaeota;c__;o__;f__;g__;s__,d__Archaea;x__TACK group;p__Candidatus Bathyarchaeota;x__unclassified Candidatus Bathyarchaeota;s__Candidatus Bathyarchaeota archaeon,0,1397874,11,37,none,1397874,0,DTCF00000000.1,1575,162,26945,1,none,none,none,none,none,none,660,DTCF01000034.1,669,802,0,88.64,CP000505.366243.367743,Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermofilaceae;Thermofilum;Thermofilum pendens Hrk 5,0,14,26,0,86.44
GB_GCA_002509165.1,2,83.25,0.0,188,p__Euryarchaeota (UID3),125,0.0,1022507,87.2009496949907,225,735105,64.9477841391009,1172587,GB_GCA_002509165.1,t,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__UBA8886;s__UBA8886 sp002509165,not type material,none,f,41,28,32210,43135,7250,1,1951,DAZP01000014.1,24347,1,113,DAZP01000011.1,1951,3515,0,99.18,KF900931.31194.34056,Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;uncultured marine group II/III euryarchaeote KM3_54_A09,5030,10469,f,f,t,9064,14587,Scaffold,ASM250916v1,na,PRJNA348753,SAMN06027189,225,9064,none,2017-10-11,GCA_002509165.1,derived from metagenome,full,UBA488,none,none,0,none,Euryarchaeota archaeon UBA488,0,na,none,112,28,14587,8647,5066,2017/10/11,113,1915775,none,UBA488,University of Queensland,1915775,d__Archaea;p__Candidatus Thermoplasmatota;c__Candidatus Poseidoniia;o__;f__;g__;s__,d__Archaea;p__Candidatus Thermoplasmatota;c__Candidatus Poseidoniia;x__Marine Group III;s__Euryarchaeota archaeon UBA488,40745,1172587,none,none,none,1131842,0,DAZP00000000.1,1203,112,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,40745,18,39,0,83.25
GB_GCA_016929255.1,0,82.71,0.0,149,k__Archaea (UID2),107,0.0,1069862,88.5655415736402,60,617677,51.1326675987944,1207989,GB_GCA_016929255.1,t,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA11576;g__JABMQF01;s__JABMQF01 sp016929255,not type material,none,f,14,14,80972,80972,9438,1,337,JAFGJH010000034.1,none,0,none,none,324,327,3.76e-88,85.185,CEQE01094627.45822.48743,Archaea;Nanoarchaeota;Woesearchaeia;marine metagenome,20133,20133,f,f,t,27002,27002,Contig,ASM1692925v1,na,PRJNA690107,SAMN17241983,60,27002,none,2021-02-24,GCA_016929255.1,derived from metagenome,full,Zod_Metabat.265,none,none,0,0,Candidatus Woesearchaeota archaeon,none,na,2,none,none,none,none,none,2021/02/24,0,2026803,0,Zod_Metabat.265,Oklahoma State University,2026803,d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon,0,1207989,11,37,none,1207989,0,JAFGJH000000000.1,1208,60,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,11,16,0,82.71
GB_GCA_015522745.1,0,76.64,0.0,149,k__Archaea (UID2),107,0.0,500027,93.7816730497279,72,230115,43.1588088120004,533182,GB_GCA_015522745.1,t,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__WALA01;g__WALA01;s__WALA01 sp015522745,not type material,none,f,18,18,35080,35080,none,0,none,none,22552,1,97,WALQ01000067.1,none,none,none,none,none,none,7405,7405,f,f,t,9613,9613,Contig,ASM1552274v1,na,PRJNA546572,SAMN12837223,72,9613,none,2020-11-16,GCA_015522745.1,derived from metagenome,full,S014_74_esom,none,none,0,none,Candidatus Aenigmarchaeota archaeon,none,na,none,none,none,none,none,none,2020/11/16,0,2093792,none,S014_74_esom,Portland State University,2093792,d__Archaea;p__Candidatus Aenigmarchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Aenigmarchaeota;x__unclassified Aenigmarchaeota;s__Candidatus Aenigmarchaeota archaeon,0,533182,none,none,none,533182,0,WALQ00000000.1,643,72,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,19,40,0,76.64
GB_GCA_016202865.1,0,61.6,0.0,149,k__Archaea (UID2),107,0.0,697277,92.8038384497135,75,293857,39.1107946416094,751345,GB_GCA_016202865.1,t,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__QMZP01;f__JACQNV01;g__JACQNV01;s__JACQNV01 sp016202865,not type material,none,f,19,19,42271,42271,none,0,none,none,4971,1,108,JACQNV010000001.1,none,none,none,none,none,none,10017,10017,f,f,t,14038,14038,Contig,ASM1620286v1,na,PRJNA640378,SAMN15435905,75,14038,none,2020-12-21,GCA_016202865.1,derived from metagenome,full,NC_groundwater_1264_Ag_S-0.2um_39_39,none,none,0,0,Candidatus Aenigmarchaeota archaeon,none,na,1,none,none,none,none,none,2020/12/21,0,2093792,0,NC_groundwater_1264_Ag_S-0.2um_39_39,Innovative Genomics Institute,2093792,d__Archaea;p__Candidatus Aenigmarchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Aenigmarchaeota;x__unclassified Aenigmarchaeota;s__Candidatus Aenigmarchaeota archaeon,0,751345,11,6,none,751345,0,JACQNV000000000.1,914,75,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,1,1,0,61.6
GB_GCA_013329175.1,12,81.07,0.93,149,k__Archaea (UID2),107,0.0,1324313,84.8108537358549,247,746680,48.3579112345943,1561490,GB_GCA_013329175.1,t,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA11716;g__UBA11716;s__UBA11716 sp9638u,not type material,none,f,47,35,33536,42039,none,0,none,none,42039,1,107,DUKR01000057.1,none,none,none,none,none,none,6251,10996,f,f,t,10542,15210,Scaffold,ASM1332917v1,na,PRJNA593905,SAMN13193071,247,10542,none,2020-06-11,GCA_013329175.1,derived from metagenome,full,UBA9638,none,none,0,0,Candidatus Woesearchaeota archaeon,none,na,2,none,none,none,none,none,2020/06/11,105,2026803,1,UBA9638,The University of Queensland,2026803,d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon,17408,1561490,11,37,none,1544082,0,DUKR00000000.1,1523,142,5192,1,none,none,none,none,none,none,822,DUKR01000056.1,287,361,1.07e-97,89.547,AY822001.1.1316,Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;uncultured euryarchaeote,17408,18,35,0,76.41999999999999
GB_GCA_014859725.1,0,97.71,0.65,228,p__Euryarchaeota (UID49),153,0.0,2080796,86.8035635918256,286,1000822,41.7508088832822,2397132,GB_GCA_014859725.1,t,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanocomedenaceae;g__Kmv04;s__Kmv04 sp014859725,not type material,none,f,58,58,55804,55804,none,0,none,none,none,0,none,none,none,none,none,none,none,none,8381,8381,f,f,t,12438,12438,Contig,ASM1485972v1,na,PRJNA636628,SAMN15871820,286,12438,none,2020-10-07,GCA_014859725.1,derived from metagenome,full,Kmv04,none,none,0,0,Methanosarcinales archaeon,none,na,1,none,none,none,none,none,2020/10/07,0,2250255,1,Kmv04,"Institute of Bioengineering, Research Center of Biotechnology of RAS",2250255,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__;g__;s__,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;x__unclassified Methanosarcinales;s__Methanosarcinales archaeon,0,2397132,11,37,none,2397132,0,JACUTQ000000000.1,2677,286,18912,1,none,none,none,none,none,none,864,JACUTQ010000030.1,864,1568,0,99.421,JQ245867.1.919,Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;ANME-2a-2b;uncultured archaeon,0,16,35,0,94.46
GB_GCA_018396725.1,0,96.26,0.93,149,k__Archaea (UID2),107,0.0,1478209,84.2929375584849,38,926403,52.8306868651385,1753657,GB_GCA_018396725.1,t,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__DTGE01;g__DTGE01;s__DTGE01 sp018396725,not type material,none,f,4,3,348255,687220,31890,2,3775,JAGTRC010000011.1,687220,1,116,JAGTRC010000001.1,1522,1177,0,81.012,KF439061.19070.22968,Archaea;Crenarchaeota;Bathyarchaeia;uncultured miscellaneous Crenarchaeota group,46145,54801,f,f,t,100009,119643,Scaffold,ASM1839672v1,na,PRJNA544494,SAMN18839135,38,100009,none,2021-05-18,GCA_018396725.1,derived from metagenome,full,JZ-2_2_bin_135,none,none,0,0,Candidatus Bathyarchaeota archaeon,none,na,4,32,3,119643,72698,26013,2021/05/18,6,2026714,1,JZ-2_2_bin_135,The University of Texas at Austin,2026714,d__Archaea;p__Candidatus Bathyarchaeota;c__;o__;f__;g__;s__,d__Archaea;x__TACK group;p__Candidatus Bathyarchaeota;x__unclassified Candidatus Bathyarchaeota;s__Candidatus Bathyarchaeota archaeon,125,1753657,11,45,none,1753532,0,JAGTRC000000000.1,1822,32,15198,1,none,none,none,none,none,none,1804,JAGTRC010000015.1,888,1229,0,91.779,MEMY01000017.17318.18396,Archaea;Crenarchaeota;Bathyarchaeia;archaeon RBG_16_50_20,125,11,27,0,91.61
